,tweet_id,sentiment,content,processed_corpus
8621,1962234267,relief,Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby,"['Today', ""'s"", 'ABA', 'full', 'emotional', 'tear', 'ASD', 'autism', 'day', 'harder', 'others', 'hard', 'intervene', 'poor', 'baby']"
8680,1962256970,relief,"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it.","['watched', 'trailer', 'new', 'Sam', 'Raimi', 'movie', 'Drag', 'Hell', 'Looks', 'interesting', 'humor']"
8740,1962295396,relief,"It's official, I'm finally getting grey hairs at 36  #fb","[""'s"", 'official', ""'m"", 'finally', 'getting', 'grey', 'hair', '36', 'fb']"
8750,1962297668,relief,last day of Bedford County History with @corriemichael  gossiping and twittering away as usual...,"['last', 'day', 'Bedford', 'County', 'History', 'corriemichael', 'gossiping', 'twittering', 'away', 'usual', '...']"
8757,1962299613,relief,@nick_carter the video is private,"['nick_carter', 'video', 'private']"
8765,1962300641,relief,@WreckTheLaw Great write up.  Player won't start though,"['WreckTheLaw', 'Great', 'write', 'Player', 'wo', ""n't"", 'start', 'though']"
8843,1962323629,relief,Proof of heat  good day wish I hadn't spent most of it in bed  http://twitpic.com/670tp,"['Proof', 'heat', 'good', 'day', 'wish', ""n't"", 'spent', 'bed', 'http', '//twitpic.com/670tp']"
8862,1962327757,relief,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL shit.,"['also', 'wasting', 'time', 'til', 'cab', 'get', 'spamspamspam', 'Also', 'Keiths', 'motorbike', 'nicked', 'WELL', 'shit']"
8886,1962363550,relief,Got my new phone - now to program everything since my old one had no memory card like this one,"['Got', 'new', 'phone', 'program', 'everything', 'since', 'old', 'one', 'memory', 'card', 'like', 'one']"
8947,1962375464,relief,"Today has been a nice positive  fun day , after several weeks of bum days","['Today', 'nice', 'positive', 'fun', 'day', 'several', 'week', 'bum', 'day']"
9022,1962397048,relief,@Boy_Kill_Boy I know the feeling,"['Boy_Kill_Boy', 'know', 'feeling']"
9025,1962397669,relief,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley,"['te0h', 'hahah', 'valley', ""'s"", 'cool', 'valley', 'texas', 'valley', 'like', '...', 'rio', 'grande', 'valley', 'ahhaha', 'wish', 'lived', 'california', 'valley']"
9052,1962408442,relief,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters.","['hour', 'walking', 'hot', 'weather', 'satisfied', 'hurting', 'Nellie', 'Ow', 'blister']"
9111,1962424799,relief,"@DerrenLitten  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home","['DerrenLitten', 'ITV', 'plugging', 'Special', 'lot', 'great', 'night', 'miss', 'tweet', 'come', 'back', 'home']"
9163,1962442616,relief,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!,"['got', 'back', 'lunch', 'feeling', 'like', 'nap', 'order', 'work', 'press']"
9171,1962450346,relief,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....,"[""'m"", 'soooooo', 'sleeeeepy', 'last', 'day', 'school', 'today', '....', 'sniffle', '....']"
9218,1962461042,relief,"@srslyjustsayin I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.","['srslyjustsayin', 'saw', 'stalkerishly', 'elevator', 'Brookie', 'eating', 'moracca', 'go']"
9226,1962463620,relief,@tsa4string Have fun at the show tonight... wish I could be there,"['tsa4string', 'fun', 'show', 'tonight', '...', 'wish', 'could']"
9228,1962463660,relief,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?","['Finally', 'home', 'Tp', 'tetep', 'kurang', '3BT', 'buat', 'shooting', 'kami', 'nih', 'Huaaaa', 'stress', 'gila', 'Syapa', 'lg', 'ya']"
9251,1962476147,relief,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it'll be a good advertisement,"['Aaggh', 'blackberry', 'curve', 'took', 'gash', 'screen', 'day', 'get', 'invisible', 'shield', 'stock', 'Well', ""'ll"", 'good', 'advertisement']"
9274,1962481248,relief,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,"['500', 'saved', 'buying', 'couch', 'going', 'towards', 'paying', 'visit', 'ER', 'UTI']"
9326,1962521106,relief,"im well exited for this weekend, partaaaay! although i dont want to go back to school on Tuesday","['im', 'well', 'exited', 'weekend', 'partaaaay', 'although', 'dont', 'want', 'go', 'back', 'school', 'Tuesday']"
9369,1962560503,relief,"Crap, nearly forgot my PIN  I shouldn't try to learn anything new in the future lest it push out more vital information.","['Crap', 'nearly', 'forgot', 'PIN', ""n't"", 'try', 'learn', 'anything', 'new', 'future', 'lest', 'push', 'vital', 'information']"
9390,1962563886,relief,At work and really slow for a beautiful day and a Friday.,"['work', 'really', 'slow', 'beautiful', 'day', 'Friday']"
9396,1962565085,relief,@AndySquirrel now if I still lived that way you could pop in and see me  but I don't so you can't,"['AndySquirrel', 'still', 'lived', 'way', 'could', 'pop', 'see', ""n't"", 'ca', ""n't""]"
9440,1962575396,relief,Two more loads and the moving crew's done! Started at 7am and i'm done for the day! Too bad the ac doesn't work in my new place  oh life!,"['Two', 'load', 'moving', 'crew', ""'s"", 'done', 'Started', '7am', ""'m"", 'done', 'day', 'bad', 'ac', ""n't"", 'work', 'new', 'place', 'oh', 'life']"
9489,1962592252,relief,"I'm such a saddo, haha. But that actually makes me really happy. Warrens dead though","[""'m"", 'saddo', 'haha', 'actually', 'make', 'really', 'happy', 'Warrens', 'dead', 'though']"
9535,1962605802,relief,Glad it's Friday... but bummed that I am officially working Saturdays.,"['Glad', ""'s"", 'Friday', '...', 'bummed', 'officially', 'working', 'Saturdays']"
9552,1962610746,relief,@gabbychiquito aww  ok well just let me know what she says hah &lt;3,"['gabbychiquito', 'aww', 'ok', 'well', 'let', 'know', 'say', 'hah', 'lt']"
9579,1962616532,relief,@chaosofthemind aww  get it when your mom comes back 8D,"['chaosofthemind', 'aww', 'get', 'mom', 'come', 'back', '8D']"
9583,1962616852,relief,"@KazooCarrieFan I know! I can't go either...it's sad  She needs to come back to MI asap, haha","['KazooCarrieFan', 'know', 'ca', ""n't"", 'go', 'either', '...', ""'s"", 'sad', 'need', 'come', 'back', 'MI', 'asap', 'haha']"
9585,1962617370,relief,@vexdigital  I still love the fact that you can't scratch them!!! That is a winner for me!!!,"['vexdigital', 'still', 'love', 'fact', 'ca', ""n't"", 'scratch', 'winner']"
9598,1962651005,relief,jus gt bak nw on msn stil not got a tan  o wel x,"['jus', 'gt', 'bak', 'nw', 'msn', 'stil', 'got', 'tan', 'wel', 'x']"
9623,1962654987,relief,@MrQuocHung Chang thay anh online gi ca,"['MrQuocHung', 'Chang', 'thay', 'anh', 'online', 'gi', 'ca']"
9625,1962655118,relief,@chicodebarge I guess you're responding to me about DC. If that's the case...,"['chicodebarge', 'guess', ""'re"", 'responding', 'DC', ""'s"", 'case', '...']"
9649,1962661836,relief,"@BDEugenio yeah, when you start reaching your early-mid-20s","['BDEugenio', 'yeah', 'start', 'reaching', 'early-mid-20s']"
9675,1962684485,relief,There my laptop is dead  lucky I got my fone lol,"['laptop', 'dead', 'lucky', 'got', 'fone', 'lol']"
9683,1962685920,relief,Andrew's flight back to CO should be landing soon,"['Andrew', ""'s"", 'flight', 'back', 'CO', 'landing', 'soon']"
9689,1962686760,relief,@axm9237 I'll have to wait for the YouTube links,"['axm9237', ""'ll"", 'wait', 'YouTube', 'link']"
9709,1962692523,relief,#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,"['quitsmokingdiary', 'Weeks', 'tomorrow', 'since', 'giving', 'YAAAAAAYY', 'dont', 'want', 'talk']"
9722,1962695000,relief,"Math was not fun at all. Oh well, i get to cook as soon as i get home.","['Math', 'fun', 'Oh', 'well', 'get', 'cook', 'soon', 'get', 'home']"
9796,1962716696,relief,@stevico1 Its so nice i ahd to work today,"['stevico1', 'nice', 'ahd', 'work', 'today']"
9808,1962718303,relief,"@nkotblorib Thanks girl!!!!! Like I said, I'm willing to take a loss on them...just don't want to see them wasted","['nkotblorib', 'Thanks', 'girl', 'Like', 'said', ""'m"", 'willing', 'take', 'loss', '...', ""n't"", 'want', 'see', 'wasted']"
9821,1962721788,relief,time to mow the lawn.,"['time', 'mow', 'lawn']"
9845,1962726140,relief,"@HarleyRodrigue hey Harley, I hope you stay around and not let the haters get the best of you!  people suck!","['HarleyRodrigue', 'hey', 'Harley', 'hope', 'stay', 'around', 'let', 'hater', 'get', 'best', 'people', 'suck']"
9870,1962731506,relief,Allies not coming over,"['Allies', 'coming']"
9924,1962744991,relief,"@mileycyrus aww if I could, I would...  GBY ;)","['mileycyrus', 'aww', 'could', 'would', '...', 'GBY']"
9932,1962746210,relief,@vessel2219 of course,"['vessel2219', 'course']"
10022,1962804115,relief,I'm no longer a sophomore.  Junior year is bringing new things. I'll be on 24/7 now. Hit me up and check out  http://bit.ly/esGIQ,"[""'m"", 'longer', 'sophomore', 'Junior', 'year', 'bringing', 'new', 'thing', ""'ll"", '24/7', 'Hit', 'check', 'http', '//bit.ly/esGIQ']"
10112,1962824968,relief,@princeofcode Sorry we couldn't get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,"['princeofcode', 'Sorry', 'could', ""n't"", 'get', 'projector', 'working', 'windoze', 'laptop', 'ton', 'people', 'came', 'afterwards', 'saw', 'live']"
10148,1962833782,relief,almost got in a giant car accident on the 101,"['almost', 'got', 'giant', 'car', 'accident', '101']"
10162,1962838079,relief,sitting at home doing nothing. gonna be like this all weekend,"['sitting', 'home', 'nothing', 'gon', 'na', 'like', 'weekend']"
10169,1962839676,relief,"Getting my butt kicked by this project  I have the idea, but can't get it perfect.","['Getting', 'butt', 'kicked', 'project', 'idea', 'ca', ""n't"", 'get', 'perfect']"
10209,1962847865,relief,This weekend. I will be in dallas so no kandy koated around the H,"['weekend', 'dallas', 'kandy', 'koated', 'around', 'H']"
10226,1962852479,relief,The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,"['morning', 'forcast', 'radio', 'partly', 'mostly', 'cloudy', '-yay', 'vog-', 'stay', 'inside', 'HAPPY', 'FRIDAY']"
10300,1962872310,relief,I love when i have to burp but everytime i try i almost throw up,"['love', 'burp', 'everytime', 'try', 'almost', 'throw']"
10340,1962880733,relief,"i am boooooooored, theres nowhere to go","['boooooooored', 'there', 'nowhere', 'go']"
10355,1962883759,relief,never mind it's closed  sorry Miley,"['never', 'mind', ""'s"", 'closed', 'sorry', 'Miley']"
10440,1962907625,relief,bored out of my mind. I guess im paying the price for having so much fun yesterday.,"['bored', 'mind', 'guess', 'im', 'paying', 'price', 'much', 'fun', 'yesterday']"
10444,1962908767,relief,@BrooklynDDecker twice? lucky you. i havent even watched it once. just released here today.,"['BrooklynDDecker', 'twice', 'lucky', 'havent', 'even', 'watched', 'released', 'today']"
10447,1962908862,relief,@JosephHabedank was gonna DM you but it says you're not following me!    lol  after all I've done!  hahaha,"['JosephHabedank', 'gon', 'na', 'DM', 'say', ""'re"", 'following', 'lol', ""'ve"", 'done', 'hahaha']"
10470,1962912560,relief,@mileycyrus I would vote for you Miley but I live in Ireland  You'll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,"['mileycyrus', 'would', 'vote', 'Miley', 'live', 'Ireland', ""'ll"", 'fine', 'Good', 'luck', 'Slï¿½n', 'bye', 'irish', 'Sorcha', 'xxxx']"
10473,1962913068,relief,@T_Rex_513 I'm working all weekend,"['T_Rex_513', ""'m"", 'working', 'weekend']"
10533,1962933448,relief,Ahhh i'm sqeaky clean and fresh. Even though i'm wearing dirty clothes  I love Two and a Half Men - it's amazing!,"['Ahhh', ""'m"", 'sqeaky', 'clean', 'fresh', 'Even', 'though', ""'m"", 'wearing', 'dirty', 'clothes', 'love', 'Two', 'Half', 'Men', ""'s"", 'amazing']"
10571,1962940399,relief,Last days of maternity leave,"['Last', 'day', 'maternity', 'leave']"
10687,1962979329,relief,@Yermilla @NafRas 250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,"['Yermilla', 'NafRas', '250E', 'CRAZZYYYY', 'summer', 'cuz', 'Ci', 'close', 'RD']"
10783,1963014411,relief,@dangzombies Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn't buy them.,"['dangzombies', 'Yeah', 'kept', 'rethinking', 'noone', 'knew', 'would', 'want', 'go', 'lol', 'ended', ""n't"", 'buy']"
10867,1963043380,relief,@weatherthastorm hey Jess where is Josh??,"['weatherthastorm', 'hey', 'Jess', 'Josh']"
10959,1963068802,relief,My replacement iron ring arrived.  It's shiny.  And a bit more jagged than the original,"['replacement', 'iron', 'ring', 'arrived', ""'s"", 'shiny', 'bit', 'jagged', 'original']"
10978,1963080559,relief,@teejay41...  that was meeeaaannn. people make mistakes ok?! lol,"['teejay41', '...', 'meeeaaannn', 'people', 'make', 'mistake', 'ok', 'lol']"
11048,1963102052,relief,@OGVENOE yeah @Erocc and @x_LilJess_x did only ones that care for me,"['OGVENOE', 'yeah', 'Erocc', 'x_LilJess_x', 'one', 'care']"
11055,1963103174,relief,Off to pick up tj from his last full day of school! Only 3 more half days left,"['pick', 'tj', 'last', 'full', 'day', 'school', 'half', 'day', 'left']"
11061,1963104940,relief,"@Don_J i soo dont wanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs","['Don_J', 'soo', 'dont', 'wan', 'na', 'work', 'tmrw', '...', 'half', 'day', 'tho', 'hopefully', 'sun', 'stay', 'Gon', 'na', 'go', 'get', 'showered', 'tweet', 'l8rs']"
11140,1963127269,relief,@honorsociety you guys actually rock  why aren't you going to europe with jb?,"['honorsociety', 'guy', 'actually', 'rock', ""n't"", 'going', 'europe', 'jb']"
11148,1963128023,relief,@dougiemcfly me too. We're cold pals,"['dougiemcfly', ""'re"", 'cold', 'pal']"
11166,1963131386,relief,Digging in to my soul jazz collection in an attempt to cheer myself up. I think it's working a little.,"['Digging', 'soul', 'jazz', 'collection', 'attempt', 'cheer', 'think', ""'s"", 'working', 'little']"
11174,1963133317,relief,@SQLChicken Yep! Tail between legs!,"['SQLChicken', 'Yep', 'Tail', 'leg']"
11222,1963148937,relief,wow my trip to tampa has come to an end...,"['wow', 'trip', 'tampa', 'come', 'end', '...']"
11227,1963151176,relief,@KnightOnline i think Today its not possible 2 play KOL,"['KnightOnline', 'think', 'Today', 'possible', 'play', 'KOL']"
11288,1963169728,relief,last real seventh hour,"['last', 'real', 'seventh', 'hour']"
11372,1963195774,relief,"more packing, cleaning, and getting shit done. last day in this apartment. this time tomorrow my shit will be in storage","['packing', 'cleaning', 'getting', 'shit', 'done', 'last', 'day', 'apartment', 'time', 'tomorrow', 'shit', 'storage']"
11429,1963215010,relief,Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,"['Finally', 'school', 'today', 'SIT', 'LIBRARY', 'LONG', 'TIME']"
11449,1963218200,relief,Getting oil change. Apparently the mice that have been eating my birdseed in my garage have also been eating my air filter.,"['Getting', 'oil', 'change', 'Apparently', 'mouse', 'eating', 'birdseed', 'garage', 'also', 'eating', 'air', 'filter']"
11463,1963221970,relief,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,"['feeling', 'eye', 'burned-fried', '10', 'hour', 'attached', 'screen', 'uploading', 'new', 'summer', 'clothing', 'store', 'www.Chittypulga.com']"
11471,1963224903,relief,@midtown i'll teleport it straight to you,"['midtown', ""'ll"", 'teleport', 'straight']"
11493,1963230221,relief,Kinda may have chickened out...,"['Kinda', 'may', 'chickened', '...']"
11496,1963230761,relief,@LmdLaura im fine. but a bit tired  im glad that its weekend now.,"['LmdLaura', 'im', 'fine', 'bit', 'tired', 'im', 'glad', 'weekend']"
11671,1963316374,relief,@amy_p hahaha I wanted to eat that Chicken,"['amy_p', 'hahaha', 'wanted', 'eat', 'Chicken']"
11768,1963346333,relief,today was busy.. geez. getting ready then graduation,"['today', 'busy', '..', 'geez', 'getting', 'ready', 'graduation']"
11806,1963362983,relief,Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,"['Listening', ""'Fountain"", 'youth', 'Supastition', 'imeem', 'http', '//x.imeem.com/KPEQpG7vUY', 'ive', 'feeling', 'music', 'day']"
11824,1963368138,relief,@XavierMathews not sexy with 2 tubes sticking out of my stomach  but thanks !,"['XavierMathews', 'sexy', 'tube', 'sticking', 'stomach', 'thanks']"
11835,1963370129,relief,"@MarkHeartofBiz Yeah, if I lived on the rez, I'd already be dead.","['MarkHeartofBiz', 'Yeah', 'lived', 'rez', ""'d"", 'already', 'dead']"
11902,1963387976,relief,yay doctors  now interview then back 2 the doctor's for blood work,"['yay', 'doctor', 'interview', 'back', 'doctor', ""'s"", 'blood', 'work']"
11913,1963392301,relief,"last weekday of doing nothing, school starts next week!!!","['last', 'weekday', 'nothing', 'school', 'start', 'next', 'week']"
12085,1963460555,relief,"@hihihammy yeah. because i'll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend","['hihihammy', 'yeah', ""'ll"", 'go', 'tomorrow', 'morning', 'get', 'picked', 'early', 'sunday', 'see', 'reason', 'go', 'whole', 'weekend']"
12120,1963474606,relief,as of this point I am done. I am not going to waste my time re downloading all my music. I lost 5k songs,"['point', 'done', 'going', 'waste', 'time', 'downloading', 'music', 'lost', '5k', 'song']"
12174,1963486227,relief,About to clean my room,"['clean', 'room']"
12177,1963487767,relief,Slowly getting ready for work,"['Slowly', 'getting', 'ready', 'work']"
12216,1963502727,relief,@Rachael_Hodges Yup. Their loss.,"['Rachael_Hodges', 'Yup', 'loss']"
12230,1963504622,relief,One is not supposed to have a headache on a Friday. That's just not right.,"['One', 'supposed', 'headache', 'Friday', ""'s"", 'right']"
12280,1963522578,relief,I like to explain something complicated to someone and get back a response of &quot;Sounds good!&quot;.  Except when it sounds like &quot;I don't care&quot;,"['like', 'explain', 'something', 'complicated', 'someone', 'get', 'back', 'response', 'quot', 'Sounds', 'good', 'quot', 'Except', 'sound', 'like', 'quot', ""n't"", 'care', 'quot']"
12343,1963545452,relief,Ooooh Kay! Its time for me to stop twitterin and get going...,"['Ooooh', 'Kay', 'time', 'stop', 'twitterin', 'get', 'going', '...']"
12390,1963563889,relief,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my @MorganLeigh321,"['finally', 'home', 'enjoying', 'rest', 'day', 'Azongo', 'smoke-fest', 'woot', 'mmot', 'miss', 'MorganLeigh321']"
12442,1963573292,relief,Time to head back home. My business here is done.,"['Time', 'head', 'back', 'home', 'business', 'done']"
12585,1963608766,relief,With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts,"['bff', 'love_chrissy22', 'glad', 'got', 'dog', 'lol', 'stomatch', 'hurt']"
12601,1963640956,relief,I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy,"['hair', 'messy', 'ponytail', 'day', 'amp', 'took', 'look', 'really', 'nice', 'still', 'messy']"
12612,1963642601,relief,Oh gosh how I want the party to be over and done with already.,"['Oh', 'gosh', 'want', 'party', 'done', 'already']"
12618,1963644061,relief,not doing relay  oh well.,"['relay', 'oh', 'well']"
12623,1963644710,relief,Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.,"['Officially', 'drugged', 'taking', 'nap', 'Allergies', 'ai', ""n't"", 'joke', 'Never', 'bad', 'since', 'two', 'day', 'ago']"
12665,1963651426,relief,"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol","['Omg', 'Hollie', 'well', 'sad', 'watch', 'See', 'Simon', 'well', 'nice', 'want', 'lol']"
12691,1963701529,relief,i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3,"['wan', 'na', 'vote', 'Miley', 'Cyrus', 'mtv', 'movie', 'award', '..', ""n't"", 'know', 'could', 'somebody', 'could', 'send', 'link', 'thaank', 'lt']"
12724,1963706605,relief,At the vet with a sick dog  http://twitpic.com/67clz,"['vet', 'sick', 'dog', 'http', '//twitpic.com/67clz']"
12816,1963732040,relief,"@genglo ouch! I can't even look at that one, just knowing it exists it enough for me","['genglo', 'ouch', 'ca', ""n't"", 'even', 'look', 'one', 'knowing', 'exists', 'enough']"
12817,1963732173,relief,Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,"['Finished', 'cleaning', 'desk', 'least', 'office', 'looking', 'empty', '.almost', 'time', 'car', '1/2', 'fb']"
12980,1963812270,relief,omg im finally back!!!! my comp as broken guys  i missed yall!!!!,"['omg', 'im', 'finally', 'back', 'comp', 'broken', 'guy', 'missed', 'yall']"
13020,1963820254,relief,I'm at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,"[""'m"", 'mcdonalds', 'eating', 'chicken', 'nugget', 'kid', 'embarrased', 'droped', 'soda', 'haha', 'fell', 'tray', 'lol']"
13096,1963875034,relief,"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  xxx","['bak', 'mcr', '....', 'glad', 'sleep', 'bed', '2nite', 'yeyah', '...', 'fink', 'missin', 'popeye', 'hopin', 'c', '2moz', 'xxx']"
13154,1963909861,relief,I nvr wanted May to come to an end,"['nvr', 'wanted', 'May', 'come', 'end']"
13195,1963946166,relief,Off work in half an hour. Getting an MRI after that. Yay me,"['work', 'half', 'hour', 'Getting', 'MRI', 'Yay']"
13210,1963951434,relief,"@wolulcmit @dubow just finished mine, some parts were remarkably difficult  cramming kanji now!","['wolulcmit', 'dubow', 'finished', 'mine', 'part', 'remarkably', 'difficult', 'cramming', 'kanji']"
13264,1963972149,relief,"Today, i did't have lunch, cuz wel i embarrass my self with all &quot;school&quot;  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!","['Today', ""did't"", 'lunch', 'cuz', 'wel', 'embarrass', 'self', 'quot', 'school', 'quot', 'ok', 'FINAL', 'TESTS', 'FINAL', 'YEAR', 'aaaaa', 'thanx', 'God', 'friend']"
13314,1963993397,relief,"@lasherdemon As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...","['lasherdemon', 'much', 'would', 'love', 'hard', 'make', 'end', 'meet', '...', 'job', 'situation', '...']"
13380,1964013888,relief,@ashleytisdale you were great. just awesome. i was crying cuz i wanted to be there so bad,"['ashleytisdale', 'great', 'awesome', 'cry', 'cuz', 'wanted', 'bad']"
13474,1964042926,relief,"@shelleyellie Aw, thanks. Slowly getting over it.  Yep, he tweaked his knee late in the third. Basically stood still for the last 2 games.","['shelleyellie', 'Aw', 'thanks', 'Slowly', 'getting', 'Yep', 'tweaked', 'knee', 'late', 'third', 'Basically', 'stood', 'still', 'last', 'game']"
13565,1964087386,relief,"Hey my twitter friends, tho very few!!!!","['Hey', 'twitter', 'friend', 'tho']"
13579,1964091369,relief,Finally get to lay down for a bit i have a major headache,"['Finally', 'get', 'lay', 'bit', 'major', 'headache']"
13583,1964092130,relief,@Molltini ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,"['Molltini', 'ok.', 'lol', 'miss', 'hope', 'cramp', 'get', 'better', 'know', 'painful']"
13584,1964092147,relief,Awwwwwwww man my baby dried up.,"['Awwwwwwww', 'man', 'baby', 'dried']"
13620,1964118823,relief,"poor me, JUST going to nap","['poor', 'going', 'nap']"
13648,1964125324,relief,TODAY IS A GOOD DAY BUT ITS COLD,"['TODAY', 'GOOD', 'DAY', 'COLD']"
13718,1964149450,relief,"wow, i broke my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany.","['wow', 'broke', 'toe', 'today', 'stupid', 'piece', 'concrete', 'LAME', 'job', 'searching', 'sight', 'seeing', 'Brittany']"
13825,1964216248,relief,@drewave At least you made it,"['drewave', 'least', 'made']"
13836,1964219963,relief,"Happy Friday Dance, no rain and I'm about outta here..till 2morrow  I sat the saturday morning shift, but its still all good","['Happy', 'Friday', 'Dance', 'rain', ""'m"", 'outta', '..', 'till', '2morrow', 'sat', 'saturday', 'morning', 'shift', 'still', 'good']"
13971,1964289254,relief,@MrsSeear me too! Yay he got in. And the other kid who cries a lot,"['MrsSeear', 'Yay', 'got', 'kid', 'cry', 'lot']"
13976,1964290218,relief,Bouta donate blood! Ahhhhh!,"['Bouta', 'donate', 'blood', 'Ahhhhh']"
13996,1964294379,relief,"@shesbatty what is I/O psy? I'm taking psy101 starting this Monday, not looking forward to going back to school but","['shesbatty', 'I/O', 'psy', ""'m"", 'taking', 'psy101', 'starting', 'Monday', 'looking', 'forward', 'going', 'back', 'school']"
14004,1964296912,relief,@hippiekat I AM WONDERFULLLL. i went to the ppooool. i forgot my floatiez though,"['hippiekat', 'WONDERFULLLL', 'went', 'ppooool', 'forgot', 'floatiez', 'though']"
14017,1964300332,relief,@mfharrison I still have another hour.,"['mfharrison', 'still', 'another', 'hour']"
14023,1964303061,relief,is cold and wished to go back to bed,"['cold', 'wished', 'go', 'back', 'bed']"
14060,1964326038,relief,http://twitpic.com/67hw5 - Session almost over,"['http', '//twitpic.com/67hw5', 'Session', 'almost']"
14164,1964375297,relief,"Dad asked my why I was sticking my tongue out while I was ironing, and I told him it was so I didn't burn my finger, as I burnt my finger","['Dad', 'asked', 'sticking', 'tongue', 'ironing', 'told', ""n't"", 'burn', 'finger', 'burnt', 'finger']"
14200,1964381613,relief,"Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.","['Finally', 'got', 'teaching', 'load', 'confusion', 'cleared', 'teach', 'third', 'year', 'section', 'catch']"
14281,1964449142,relief,Jsut F*@#$%&amp; got off work at Carowinds and am DEAD ASS TIRED!!!,"['Jsut', 'F', 'amp', 'got', 'work', 'Carowinds', 'DEAD', 'ASS', 'TIRED']"
14282,1964449335,relief,Grrr! My internet will be up and running next Wed  at least now I have a def. Answer!,"['Grrr', 'internet', 'running', 'next', 'Wed', 'least', 'def', 'Answer']"
14424,1964532806,relief,At least it's Friday...working 'til 1:30AM,"['least', ""'s"", 'Friday', '...', 'working', ""'til"", '1:30AM']"
14482,1964546370,relief,Home from China &amp; back to work,"['Home', 'China', 'amp', 'back', 'work']"
14528,1964561850,relief,"Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it's done   #geeksonaplane","['wait', 'till', 'Friday', 'pick', 'Visa', 'China-', 'expedited', 'would', 'hoped', ""'s"", 'done', 'geeksonaplane']"
14546,1964564700,relief,"@Gernika Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.","['Gernika', 'lunch', 'Bittercreek', 'Hopnoxious', 'Sweetgrass', 'IPA', 'tho', 'still', 'right', 'world']"
14551,1964565864,relief,I'm a senior. I should of been already.,"[""'m"", 'senior', 'already']"
14607,1964582411,relief,"@Applecored its like a little adventure, only Im kinda worried about her, and I cant take the bus to where she is cos my oyster is broken","['Applecored', 'like', 'little', 'adventure', 'Im', 'kinda', 'worried', 'cant', 'take', 'bus', 'co', 'oyster', 'broken']"
14649,1964595309,relief,@AustinWise Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,"['AustinWise', 'Part', 'AR-15', 'Actually', 'part', 'one', 'qualifies', 'gun', '21', 'buy', 'without', 'part']"
14692,1964604048,relief,@aduquette I know. It's not hard to NOT click reply.  Sorry to hear about the possible stomach condition  Sucks to deal with.,"['aduquette', 'know', ""'s"", 'hard', 'click', 'reply', 'Sorry', 'hear', 'possible', 'stomach', 'condition', 'Sucks', 'deal']"
